Entity,Code,Day,daily_vaccinations
Missouri,,2021-02-15,31435
Missouri,,2021-02-16,33154
Missouri,,2021-02-17,31764
Missouri,,2021-02-18,31498
Missouri,,2021-02-19,42395
Missouri,,2021-02-20,33710
Missouri,,2021-02-21,33671
Missouri,,2021-02-22,34346
Missouri,,2021-02-23,33139
Missouri,,2021-02-24,35032
Missouri,,2021-02-25,36045
Missouri,,2021-02-26,28457
Missouri,,2021-02-27,33602
Missouri,,2021-02-28,27955
Missouri,,2021-03-01,38731
Missouri,,2021-03-02,39022
Missouri,,2021-03-03,39796
Missouri,,2021-03-04,41522
Missouri,,2021-03-05,41541
Missouri,,2021-03-06,39153
Missouri,,2021-03-07,45816
Missouri,,2021-03-08,36977
Missouri,,2021-03-09,37576
Missouri,,2021-03-10,38508
Missouri,,2021-03-11,38020
Missouri,,2021-03-12,36508
Missouri,,2021-03-13,45011
Missouri,,2021-03-14,38159
Missouri,,2021-03-15,37603
Missouri,,2021-03-16,37252
Missouri,,2021-03-17,36343
Missouri,,2021-03-18,37813
Missouri,,2021-03-19,39155
Missouri,,2021-03-20,31512
Missouri,,2021-03-21,39499
Missouri,,2021-03-22,39638
Missouri,,2021-03-23,40707
Missouri,,2021-03-24,41418
Missouri,,2021-03-25,41006
Missouri,,2021-03-26,40510
Missouri,,2021-03-27,40532
Missouri,,2021-03-28,40997
Missouri,,2021-03-29,41481
Missouri,,2021-03-30,41237
Missouri,,2021-03-31,42163
Missouri,,2021-04-01,42952
Missouri,,2021-04-02,50120
Missouri,,2021-04-03,53466
Missouri,,2021-04-04,53787
Missouri,,2021-04-05,55514
Missouri,,2021-04-06,54224
Missouri,,2021-04-07,54210
Missouri,,2021-04-08,56275
Missouri,,2021-04-09,50338
Missouri,,2021-04-10,48229
Missouri,,2021-04-11,48522
Missouri,,2021-04-12,48940
Missouri,,2021-04-13,54468
Missouri,,2021-04-14,51276
Missouri,,2021-04-15,48540
Missouri,,2021-04-16,49432
Missouri,,2021-04-17,50479
Missouri,,2021-04-18,51700
Missouri,,2021-04-19,48563
Missouri,,2021-04-20,43253
Missouri,,2021-04-21,46508
Missouri,,2021-04-22,46992
Montana,,2021-01-13,1980
Montana,,2021-01-14,2268
Montana,,2021-01-15,2427
Montana,,2021-01-16,2228
Montana,,2021-01-17,2109
Montana,,2021-01-18,2030
Montana,,2021-01-19,1973
Montana,,2021-01-20,1880
Montana,,2021-01-21,1967
Montana,,2021-01-22,2426
Montana,,2021-01-23,3078
Montana,,2021-01-24,3423
Montana,,2021-01-25,3299
Montana,,2021-01-26,3122
Montana,,2021-01-27,3421
Montana,,2021-01-28,3689
Montana,,2021-01-29,3749
Montana,,2021-01-30,3818
Montana,,2021-01-31,3991
Montana,,2021-02-01,4113
Montana,,2021-02-02,4225
Montana,,2021-02-03,4172
Montana,,2021-02-04,4276
Montana,,2021-02-05,4278
Montana,,2021-02-06,4516
Montana,,2021-02-07,4749
Montana,,2021-02-08,4733
Montana,,2021-02-09,4686
Montana,,2021-02-10,4853
Montana,,2021-02-11,4742
Montana,,2021-02-12,5023
Montana,,2021-02-13,5211
Montana,,2021-02-14,5578
Montana,,2021-02-15,5709
Montana,,2021-02-16,5934
Montana,,2021-02-17,5748
Montana,,2021-02-18,5819
Montana,,2021-02-19,9076
Montana,,2021-02-20,8790
Montana,,2021-02-21,8613
Montana,,2021-02-22,8797
Montana,,2021-02-23,8764
Montana,,2021-02-24,8864
Montana,,2021-02-25,8889
Montana,,2021-02-26,5681
Montana,,2021-02-27,6026
Montana,,2021-02-28,6332
Montana,,2021-03-01,6266
Montana,,2021-03-02,6164
Montana,,2021-03-03,6421
Montana,,2021-03-04,6959
Montana,,2021-03-05,7329
Montana,,2021-03-06,7575
Montana,,2021-03-07,7940
Montana,,2021-03-08,8125
Montana,,2021-03-09,8205
Montana,,2021-03-10,8294
Montana,,2021-03-11,8348
Montana,,2021-03-12,8310
Montana,,2021-03-13,8448
Montana,,2021-03-14,8395
Montana,,2021-03-15,8186
Montana,,2021-03-16,8303
Montana,,2021-03-17,8177
Montana,,2021-03-18,7830
Montana,,2021-03-19,7498
Montana,,2021-03-20,7153
Montana,,2021-03-21,6751
Montana,,2021-03-22,6974
Montana,,2021-03-23,6568
Montana,,2021-03-24,6877
Montana,,2021-03-25,7086
Montana,,2021-03-26,7445
Montana,,2021-03-27,7701
Montana,,2021-03-28,8000
Montana,,2021-03-29,7816
Montana,,2021-03-30,8175
Montana,,2021-03-31,9699
Montana,,2021-04-01,10059
Montana,,2021-04-02,10018
Montana,,2021-04-03,10014
Montana,,2021-04-04,10105
Montana,,2021-04-05,10156
Montana,,2021-04-06,10053
Montana,,2021-04-07,8784
Montana,,2021-04-08,8886
Montana,,2021-04-09,9257
Montana,,2021-04-10,9320
Montana,,2021-04-11,9340
Montana,,2021-04-12,9375
Montana,,2021-04-13,9518
Montana,,2021-04-14,8415
Montana,,2021-04-15,8425
Montana,,2021-04-16,8049
Montana,,2021-04-17,7869
Montana,,2021-04-18,6164
Montana,,2021-04-19,7419
Montana,,2021-04-20,7275
Montana,,2021-04-21,7811
Montana,,2021-04-22,7177
Nebraska,,2021-01-13,5260
Nebraska,,2021-01-14,5240
Nebraska,,2021-01-15,5585
Nebraska,,2021-01-16,4970
Nebraska,,2021-01-17,4601
Nebraska,,2021-01-18,4354
Nebraska,,2021-01-19,4179
Nebraska,,2021-01-20,3798
Nebraska,,2021-01-21,3846
Nebraska,,2021-01-22,3894
Nebraska,,2021-01-23,4250
Nebraska,,2021-01-24,5058
Nebraska,,2021-01-25,4781
Nebraska,,2021-01-26,4492
Nebraska,,2021-01-27,4756
Nebraska,,2021-01-28,5454
Nebraska,,2021-01-29,5703
Nebraska,,2021-01-30,6172
Nebraska,,2021-01-31,6409
Nebraska,,2021-02-01,6698
Nebraska,,2021-02-02,6754
Nebraska,,2021-02-03,6959
Nebraska,,2021-02-04,6444
Nebraska,,2021-02-05,6538
Nebraska,,2021-02-06,7304
Nebraska,,2021-02-07,7595
Nebraska,,2021-02-08,7592
Nebraska,,2021-02-09,7555
Nebraska,,2021-02-10,7540
Nebraska,,2021-02-11,7536
Nebraska,,2021-02-12,7967
Nebraska,,2021-02-13,7935
Nebraska,,2021-02-14,7833
Nebraska,,2021-02-15,7729
Nebraska,,2021-02-16,7904
Nebraska,,2021-02-17,7691
Nebraska,,2021-02-18,8168
Nebraska,,2021-02-19,12550
Nebraska,,2021-02-20,12376
Nebraska,,2021-02-21,12421
Nebraska,,2021-02-22,13212
Nebraska,,2021-02-23,14590
Nebraska,,2021-02-24,15856
Nebraska,,2021-02-25,16766
Nebraska,,2021-02-26,13508
Nebraska,,2021-02-27,11913
Nebraska,,2021-02-28,14541
Nebraska,,2021-03-01,13667
Nebraska,,2021-03-02,13162
Nebraska,,2021-03-03,13030
Nebraska,,2021-03-04,13011
Nebraska,,2021-03-05,13272
Nebraska,,2021-03-06,13165
Nebraska,,2021-03-07,11660
Nebraska,,2021-03-08,13871
Nebraska,,2021-03-09,15629
Nebraska,,2021-03-10,15752
Nebraska,,2021-03-11,16610
Nebraska,,2021-03-12,16882
Nebraska,,2021-03-13,18600
Nebraska,,2021-03-14,15765
Nebraska,,2021-03-15,15917
Nebraska,,2021-03-16,14698
Nebraska,,2021-03-17,14961
Nebraska,,2021-03-18,14589
Nebraska,,2021-03-19,14499
Nebraska,,2021-03-20,12782
Nebraska,,2021-03-21,15585
Nebraska,,2021-03-22,16083
Nebraska,,2021-03-23,15352
Nebraska,,2021-03-24,15175
Nebraska,,2021-03-25,14875
Nebraska,,2021-03-26,14638
Nebraska,,2021-03-27,14615
Nebraska,,2021-03-28,15183
Nebraska,,2021-03-29,14663
Nebraska,,2021-03-30,16008
Nebraska,,2021-03-31,17502
Nebraska,,2021-04-01,18646
Nebraska,,2021-04-02,19190
Nebraska,,2021-04-03,19164
Nebraska,,2021-04-04,18286
Nebraska,,2021-04-05,17756
Nebraska,,2021-04-06,17050
Nebraska,,2021-04-07,16376
Nebraska,,2021-04-08,15705
Nebraska,,2021-04-09,16564
Nebraska,,2021-04-10,16555
Nebraska,,2021-04-11,17269
Nebraska,,2021-04-12,17297
Nebraska,,2021-04-13,21399
Nebraska,,2021-04-14,21850
Nebraska,,2021-04-15,21711
Nebraska,,2021-04-16,21205
Nebraska,,2021-04-17,21177
Nebraska,,2021-04-18,19616
Nebraska,,2021-04-19,19255
Nebraska,,2021-04-20,15904
Nebraska,,2021-04-21,14141
Nebraska,,2021-04-22,14602
Nevada,,2021-01-13,0
Nevada,,2021-01-14,7596
Nevada,,2021-01-15,7340
Nevada,,2021-01-16,6703
Nevada,,2021-01-17,6321
Nevada,,2021-01-18,6066
Nevada,,2021-01-19,5884
Nevada,,2021-01-20,6497
Nevada,,2021-01-21,5592
Nevada,,2021-01-22,6112
Nevada,,2021-01-23,6938
Nevada,,2021-01-24,8421
Nevada,,2021-01-25,8832
Nevada,,2021-01-26,8789
Nevada,,2021-01-27,9605
Nevada,,2021-01-28,11279
Nevada,,2021-01-29,11961
Nevada,,2021-01-30,12452
Nevada,,2021-01-31,12696
Nevada,,2021-02-01,12698
Nevada,,2021-02-02,12687
Nevada,,2021-02-03,15015
Nevada,,2021-02-04,13808
Nevada,,2021-02-05,13448
Nevada,,2021-02-06,14009
Nevada,,2021-02-07,13285
Nevada,,2021-02-08,13990
Nevada,,2021-02-09,14051
Nevada,,2021-02-10,12409
Nevada,,2021-02-11,12497
Nevada,,2021-02-12,12836
Nevada,,2021-02-13,12686
Nevada,,2021-02-14,13479
Nevada,,2021-02-15,12990
Nevada,,2021-02-16,13610
Nevada,,2021-02-17,12383
Nevada,,2021-02-18,12558
Nevada,,2021-02-19,18309
Nevada,,2021-02-20,20669
Nevada,,2021-02-21,20198
Nevada,,2021-02-22,21272
Nevada,,2021-02-23,21660
Nevada,,2021-02-24,21973
Nevada,,2021-02-25,22173
Nevada,,2021-02-26,17176
Nevada,,2021-02-27,15691
Nevada,,2021-02-28,16555
Nevada,,2021-03-01,18372
Nevada,,2021-03-02,17823
Nevada,,2021-03-03,18162
Nevada,,2021-03-04,18282
Nevada,,2021-03-05,18675
Nevada,,2021-03-06,19208
Nevada,,2021-03-07,20510
Nevada,,2021-03-08,20110
Nevada,,2021-03-09,20255
Nevada,,2021-03-10,20670
Nevada,,2021-03-11,22049
Nevada,,2021-03-12,22496
Nevada,,2021-03-13,22668
Nevada,,2021-03-14,22869
Nevada,,2021-03-15,22559
Nevada,,2021-03-16,22167
Nevada,,2021-03-17,22243
Nevada,,2021-03-18,22540
Nevada,,2021-03-19,22258
Nevada,,2021-03-20,22502
Nevada,,2021-03-21,22287
Nevada,,2021-03-22,21591
Nevada,,2021-03-23,21471
Nevada,,2021-03-24,21650
Nevada,,2021-03-25,21747
Nevada,,2021-03-26,22487
Nevada,,2021-03-27,22591
Nevada,,2021-03-28,22522
Nevada,,2021-03-29,23297
Nevada,,2021-03-30,23510
Nevada,,2021-03-31,23233
Nevada,,2021-04-01,22811
Nevada,,2021-04-02,22167
Nevada,,2021-04-03,22494
Nevada,,2021-04-04,22730
Nevada,,2021-04-05,22059
Nevada,,2021-04-06,21739
Nevada,,2021-04-07,22374
Nevada,,2021-04-08,23236
Nevada,,2021-04-09,25293
Nevada,,2021-04-10,26248
Nevada,,2021-04-11,27264
Nevada,,2021-04-12,28800
Nevada,,2021-04-13,29280
Nevada,,2021-04-14,29211
Nevada,,2021-04-15,29721
Nevada,,2021-04-16,28270
Nevada,,2021-04-17,26822
Nevada,,2021-04-18,25933
Nevada,,2021-04-19,24618
Nevada,,2021-04-20,24463
Nevada,,2021-04-21,24262
Nevada,,2021-04-22,22379
New Hampshire,,2021-01-13,4605
New Hampshire,,2021-01-14,4049
New Hampshire,,2021-01-15,3968
New Hampshire,,2021-01-16,3541
New Hampshire,,2021-01-17,3285
New Hampshire,,2021-01-18,3114
New Hampshire,,2021-01-19,2992
New Hampshire,,2021-01-20,2886
New Hampshire,,2021-01-21,3133
New Hampshire,,2021-01-22,3297
New Hampshire,,2021-01-23,3577
New Hampshire,,2021-01-24,3757
New Hampshire,,2021-01-25,3618
New Hampshire,,2021-01-26,3635
New Hampshire,,2021-01-27,3952
New Hampshire,,2021-01-28,4259
New Hampshire,,2021-01-29,4545
New Hampshire,,2021-01-30,4846
New Hampshire,,2021-01-31,4996
New Hampshire,,2021-02-01,5127
New Hampshire,,2021-02-02,5542
New Hampshire,,2021-02-03,5027
New Hampshire,,2021-02-04,4948
New Hampshire,,2021-02-05,5105
New Hampshire,,2021-02-06,5348
New Hampshire,,2021-02-07,5368
New Hampshire,,2021-02-08,5155
New Hampshire,,2021-02-09,4704
New Hampshire,,2021-02-10,5417
New Hampshire,,2021-02-11,5574
New Hampshire,,2021-02-12,5424
New Hampshire,,2021-02-13,5642
New Hampshire,,2021-02-14,6093
New Hampshire,,2021-02-15,6570
New Hampshire,,2021-02-16,6846
New Hampshire,,2021-02-17,6018
New Hampshire,,2021-02-18,6109
New Hampshire,,2021-02-19,7182
New Hampshire,,2021-02-20,7089
New Hampshire,,2021-02-21,7467
New Hampshire,,2021-02-22,7900
New Hampshire,,2021-02-23,8231
New Hampshire,,2021-02-24,9131
New Hampshire,,2021-02-25,9198
New Hampshire,,2021-02-26,8355
New Hampshire,,2021-02-27,8639
New Hampshire,,2021-02-28,8685
New Hampshire,,2021-03-01,8130
New Hampshire,,2021-03-02,8039
New Hampshire,,2021-03-03,8178
New Hampshire,,2021-03-04,8368
New Hampshire,,2021-03-05,8375
New Hampshire,,2021-03-06,8620
New Hampshire,,2021-03-07,8643
New Hampshire,,2021-03-08,8668
New Hampshire,,2021-03-09,9056
New Hampshire,,2021-03-10,9412
New Hampshire,,2021-03-11,9833
New Hampshire,,2021-03-12,10400
New Hampshire,,2021-03-13,11285
New Hampshire,,2021-03-14,11228
New Hampshire,,2021-03-15,11392
New Hampshire,,2021-03-16,11078
New Hampshire,,2021-03-17,10485
New Hampshire,,2021-03-18,10138
New Hampshire,,2021-03-19,9945
New Hampshire,,2021-03-20,9188
New Hampshire,,2021-03-21,9893
New Hampshire,,2021-03-22,10336
New Hampshire,,2021-03-23,10574
New Hampshire,,2021-03-24,10876
New Hampshire,,2021-03-25,10935
New Hampshire,,2021-03-26,10529
New Hampshire,,2021-03-27,10228
New Hampshire,,2021-03-28,9785
New Hampshire,,2021-03-29,9284
New Hampshire,,2021-03-30,8804
New Hampshire,,2021-03-31,8585
New Hampshire,,2021-04-01,20212
New Hampshire,,2021-04-02,20919
New Hampshire,,2021-04-03,25560
New Hampshire,,2021-04-04,25119
New Hampshire,,2021-04-05,27730
New Hampshire,,2021-04-06,27685
New Hampshire,,2021-04-07,30627
New Hampshire,,2021-04-08,21544
New Hampshire,,2021-04-09,24005
New Hampshire,,2021-04-10,22532
New Hampshire,,2021-04-11,26249
New Hampshire,,2021-04-12,26006
New Hampshire,,2021-04-13,27959
New Hampshire,,2021-04-14,25522
New Hampshire,,2021-04-15,27383
New Hampshire,,2021-04-16,26648
New Hampshire,,2021-04-17,23707
New Hampshire,,2021-04-18,20183
New Hampshire,,2021-04-19,17672
New Hampshire,,2021-04-20,15984
New Hampshire,,2021-04-21,15137
New Hampshire,,2021-04-22,9598
New Jersey,,2021-01-13,41937
New Jersey,,2021-01-14,21188
New Jersey,,2021-01-15,32008
New Jersey,,2021-01-16,29199
New Jersey,,2021-01-17,27513
New Jersey,,2021-01-18,26389
New Jersey,,2021-01-19,25586
New Jersey,,2021-01-20,24177
New Jersey,,2021-01-21,24114
New Jersey,,2021-01-22,21042
New Jersey,,2021-01-23,23293
New Jersey,,2021-01-24,25288
New Jersey,,2021-01-25,26252
New Jersey,,2021-01-26,25084
New Jersey,,2021-01-27,25663
New Jersey,,2021-01-28,30856
New Jersey,,2021-01-29,37580
New Jersey,,2021-01-30,38294
New Jersey,,2021-01-31,37116
New Jersey,,2021-02-01,35307
New Jersey,,2021-02-02,37264
New Jersey,,2021-02-03,34266
New Jersey,,2021-02-04,29072
New Jersey,,2021-02-05,22473
New Jersey,,2021-02-06,38906
New Jersey,,2021-02-07,39909
New Jersey,,2021-02-08,40656
New Jersey,,2021-02-09,37172
New Jersey,,2021-02-10,42430
New Jersey,,2021-02-11,49279
New Jersey,,2021-02-12,52572
New Jersey,,2021-02-13,38345
New Jersey,,2021-02-14,39217
New Jersey,,2021-02-15,41921
New Jersey,,2021-02-16,47221
New Jersey,,2021-02-17,47383
New Jersey,,2021-02-18,49357
New Jersey,,2021-02-19,50244
New Jersey,,2021-02-20,48414
New Jersey,,2021-02-21,48529
New Jersey,,2021-02-22,46183
New Jersey,,2021-02-23,47389
New Jersey,,2021-02-24,46169
New Jersey,,2021-02-25,46315
New Jersey,,2021-02-26,48381
New Jersey,,2021-02-27,51418
New Jersey,,2021-02-28,53805
New Jersey,,2021-03-01,54984
New Jersey,,2021-03-02,61182
New Jersey,,2021-03-03,63752
New Jersey,,2021-03-04,65554
New Jersey,,2021-03-05,65709
New Jersey,,2021-03-06,67167
New Jersey,,2021-03-07,66956
New Jersey,,2021-03-08,67911
New Jersey,,2021-03-09,64587
New Jersey,,2021-03-10,66441
New Jersey,,2021-03-11,72811
New Jersey,,2021-03-12,73389
New Jersey,,2021-03-13,76089
New Jersey,,2021-03-14,75859
New Jersey,,2021-03-15,77298
New Jersey,,2021-03-16,76470
New Jersey,,2021-03-17,77142
New Jersey,,2021-03-18,73136
New Jersey,,2021-03-19,73471
New Jersey,,2021-03-20,71940
New Jersey,,2021-03-21,73759
New Jersey,,2021-03-22,74649
New Jersey,,2021-03-23,65951
New Jersey,,2021-03-24,75257
New Jersey,,2021-03-25,74644
New Jersey,,2021-03-26,75391
New Jersey,,2021-03-27,77007
New Jersey,,2021-03-28,80176
New Jersey,,2021-03-29,81223
New Jersey,,2021-03-30,93733
New Jersey,,2021-03-31,85613
New Jersey,,2021-04-01,93515
New Jersey,,2021-04-02,99489
New Jersey,,2021-04-03,101852
New Jersey,,2021-04-04,101790
New Jersey,,2021-04-05,100784
New Jersey,,2021-04-06,98186
New Jersey,,2021-04-07,101858
New Jersey,,2021-04-08,100405
New Jersey,,2021-04-09,99451
New Jersey,,2021-04-10,104111
New Jersey,,2021-04-11,105008
New Jersey,,2021-04-12,109117
New Jersey,,2021-04-13,112820
New Jersey,,2021-04-14,111542
New Jersey,,2021-04-15,107353
New Jersey,,2021-04-16,103522
New Jersey,,2021-04-17,99004
New Jersey,,2021-04-18,96985
New Jersey,,2021-04-19,95324
New Jersey,,2021-04-20,92264
New Jersey,,2021-04-21,90764
New Jersey,,2021-04-22,89644
New Mexico,,2021-01-13,3620
New Mexico,,2021-01-14,5590
New Mexico,,2021-01-15,7023
New Mexico,,2021-01-16,7695
New Mexico,,2021-01-17,8098
New Mexico,,2021-01-18,8367
New Mexico,,2021-01-19,8559
New Mexico,,2021-01-20,8778
New Mexico,,2021-01-21,9007
New Mexico,,2021-01-22,8963
New Mexico,,2021-01-23,10812
New Mexico,,2021-01-24,11630
New Mexico,,2021-01-25,10890
New Mexico,,2021-01-26,10284
New Mexico,,2021-01-27,10539
New Mexico,,2021-01-28,10318
New Mexico,,2021-01-29,10959
New Mexico,,2021-01-30,9089
New Mexico,,2021-01-31,9144
New Mexico,,2021-02-01,10079
New Mexico,,2021-02-02,9640
New Mexico,,2021-02-03,9679
New Mexico,,2021-02-04,9982
New Mexico,,2021-02-05,9741
New Mexico,,2021-02-06,10613
New Mexico,,2021-02-07,9664
New Mexico,,2021-02-08,9652
New Mexico,,2021-02-09,9778
New Mexico,,2021-02-10,9971
New Mexico,,2021-02-11,10757
New Mexico,,2021-02-12,11694
New Mexico,,2021-02-13,11043
New Mexico,,2021-02-14,12584
New Mexico,,2021-02-15,12691
New Mexico,,2021-02-16,13899
New Mexico,,2021-02-17,13250
New Mexico,,2021-02-18,12310
New Mexico,,2021-02-19,24825
New Mexico,,2021-02-20,25572
New Mexico,,2021-02-21,25153
New Mexico,,2021-02-22,24730
New Mexico,,2021-02-23,24162
New Mexico,,2021-02-24,24470
New Mexico,,2021-02-25,25544
New Mexico,,2021-02-26,13505
New Mexico,,2021-02-27,14167
New Mexico,,2021-02-28,15655
New Mexico,,2021-03-01,15269
New Mexico,,2021-03-02,15570
New Mexico,,2021-03-03,16752
New Mexico,,2021-03-04,15580
New Mexico,,2021-03-05,15550
New Mexico,,2021-03-06,17575
New Mexico,,2021-03-07,15499
New Mexico,,2021-03-08,17467
New Mexico,,2021-03-09,16790
New Mexico,,2021-03-10,14958
New Mexico,,2021-03-11,17684
New Mexico,,2021-03-12,18517
New Mexico,,2021-03-13,16020
New Mexico,,2021-03-14,18306
New Mexico,,2021-03-15,16955
New Mexico,,2021-03-16,18783
New Mexico,,2021-03-17,20439
New Mexico,,2021-03-18,19480
New Mexico,,2021-03-19,19374
New Mexico,,2021-03-20,20988
New Mexico,,2021-03-21,20427
New Mexico,,2021-03-22,20804
New Mexico,,2021-03-23,18730
New Mexico,,2021-03-24,18272
New Mexico,,2021-03-25,18733
New Mexico,,2021-03-26,18695
New Mexico,,2021-03-27,18721
New Mexico,,2021-03-28,19953
New Mexico,,2021-03-29,20160
New Mexico,,2021-03-30,20098
New Mexico,,2021-03-31,20913
New Mexico,,2021-04-01,20838
New Mexico,,2021-04-02,21478
New Mexico,,2021-04-03,21555
New Mexico,,2021-04-04,20087
New Mexico,,2021-04-05,19244
New Mexico,,2021-04-06,19252
New Mexico,,2021-04-07,18027
New Mexico,,2021-04-08,19457
New Mexico,,2021-04-09,19420
New Mexico,,2021-04-10,19400
New Mexico,,2021-04-11,19636
New Mexico,,2021-04-12,20028
New Mexico,,2021-04-13,20018
New Mexico,,2021-04-14,20885
New Mexico,,2021-04-15,19137
New Mexico,,2021-04-16,18530
New Mexico,,2021-04-17,18345
New Mexico,,2021-04-18,17765
New Mexico,,2021-04-19,17992
New Mexico,,2021-04-20,18091
New Mexico,,2021-04-21,17950
New Mexico,,2021-04-22,17657
New York State,,2021-01-13,52941
New York State,,2021-01-14,54522
New York State,,2021-01-15,59311
New York State,,2021-01-16,59662
New York State,,2021-01-17,59872
New York State,,2021-01-18,60012
New York State,,2021-01-19,60112
New York State,,2021-01-20,59145
New York State,,2021-01-21,61124
New York State,,2021-01-22,63790
New York State,,2021-01-23,66334
New York State,,2021-01-24,69502
New York State,,2021-01-25,68387
New York State,,2021-01-26,64808
New York State,,2021-01-27,67458
New York State,,2021-01-28,73438
New York State,,2021-01-29,71318
New York State,,2021-01-30,72774
New York State,,2021-01-31,72865
New York State,,2021-02-01,72765
New York State,,2021-02-02,73211
New York State,,2021-02-03,69210
New York State,,2021-02-04,61400
New York State,,2021-02-05,61298
New York State,,2021-02-06,61912
New York State,,2021-02-07,65915
New York State,,2021-02-08,70058
New York State,,2021-02-09,67892
New York State,,2021-02-10,76093
New York State,,2021-02-11,80062
New York State,,2021-02-12,82892
New York State,,2021-02-13,85146
New York State,,2021-02-14,84046
New York State,,2021-02-15,85676
New York State,,2021-02-16,95534
New York State,,2021-02-17,91775
New York State,,2021-02-18,90449
New York State,,2021-02-19,104996
New York State,,2021-02-20,102095
New York State,,2021-02-21,99541
New York State,,2021-02-22,99122
New York State,,2021-02-23,94610
New York State,,2021-02-24,91830
New York State,,2021-02-25,89347
New York State,,2021-02-26,72524
New York State,,2021-02-27,74919
New York State,,2021-02-28,86182
New York State,,2021-03-01,91983
New York State,,2021-03-02,103303
New York State,,2021-03-03,112359
New York State,,2021-03-04,121644
New York State,,2021-03-05,129919
New York State,,2021-03-06,140251
New York State,,2021-03-07,144621
New York State,,2021-03-08,151537
New York State,,2021-03-09,147075
New York State,,2021-03-10,154877
New York State,,2021-03-11,158585
New York State,,2021-03-12,162157
New York State,,2021-03-13,178982
New York State,,2021-03-14,151066
New York State,,2021-03-15,146737
New York State,,2021-03-16,149501
New York State,,2021-03-17,144104
New York State,,2021-03-18,144656
New York State,,2021-03-19,143577
New York State,,2021-03-20,127243
New York State,,2021-03-21,153798
New York State,,2021-03-22,154212
New York State,,2021-03-23,160490
New York State,,2021-03-24,162357
New York State,,2021-03-25,161838
New York State,,2021-03-26,169931
New York State,,2021-03-27,178555
New York State,,2021-03-28,183266
New York State,,2021-03-29,191413
New York State,,2021-03-30,189751
New York State,,2021-03-31,203576
New York State,,2021-04-01,201017
New York State,,2021-04-02,245721
New York State,,2021-04-03,263628
New York State,,2021-04-04,266430
New York State,,2021-04-05,253880
New York State,,2021-04-06,248257
New York State,,2021-04-07,252148
New York State,,2021-04-08,264244
New York State,,2021-04-09,229302
New York State,,2021-04-10,218607
New York State,,2021-04-11,220483
New York State,,2021-04-12,228960
New York State,,2021-04-13,239447
New York State,,2021-04-14,229479
New York State,,2021-04-15,228669
New York State,,2021-04-16,220771
New York State,,2021-04-17,209401
New York State,,2021-04-18,209841
New York State,,2021-04-19,204840
New York State,,2021-04-20,198897
New York State,,2021-04-21,195802
New York State,,2021-04-22,189692
North Carolina,,2021-01-13,55328
North Carolina,,2021-01-14,28301
North Carolina,,2021-01-15,30405
North Carolina,,2021-01-16,28926
North Carolina,,2021-01-17,28038
North Carolina,,2021-01-18,27447
North Carolina,,2021-01-19,27024
North Carolina,,2021-01-20,22935
North Carolina,,2021-01-21,29296
North Carolina,,2021-01-22,31727
North Carolina,,2021-01-23,35671
North Carolina,,2021-01-24,40662
North Carolina,,2021-01-25,42821
North Carolina,,2021-01-26,42706
North Carolina,,2021-01-27,41324
North Carolina,,2021-01-28,53788
North Carolina,,2021-01-29,46616
North Carolina,,2021-01-30,45961
North Carolina,,2021-01-31,45031
North Carolina,,2021-02-01,42815
North Carolina,,2021-02-02,39490
North Carolina,,2021-02-03,44276
North Carolina,,2021-02-04,30525
North Carolina,,2021-02-05,36979
North Carolina,,2021-02-06,38929
North Carolina,,2021-02-07,41555
North Carolina,,2021-02-08,42660
North Carolina,,2021-02-09,44477
North Carolina,,2021-02-10,44199
North Carolina,,2021-02-11,45597
North Carolina,,2021-02-12,48191
North Carolina,,2021-02-13,50312
North Carolina,,2021-02-14,53556
North Carolina,,2021-02-15,53826
North Carolina,,2021-02-16,56765
North Carolina,,2021-02-17,56964
North Carolina,,2021-02-18,57088
North Carolina,,2021-02-19,73115
North Carolina,,2021-02-20,69341
North Carolina,,2021-02-21,64439
North Carolina,,2021-02-22,64854
North Carolina,,2021-02-23,61910
North Carolina,,2021-02-24,61381
North Carolina,,2021-02-25,61164
North Carolina,,2021-02-26,46498
North Carolina,,2021-02-27,51031
North Carolina,,2021-02-28,57036
North Carolina,,2021-03-01,60066
North Carolina,,2021-03-02,60984
North Carolina,,2021-03-03,63203
North Carolina,,2021-03-04,64444
North Carolina,,2021-03-05,56531
North Carolina,,2021-03-06,56396
North Carolina,,2021-03-07,51845
North Carolina,,2021-03-08,50910
North Carolina,,2021-03-09,52006
North Carolina,,2021-03-10,53160
North Carolina,,2021-03-11,55226
North Carolina,,2021-03-12,69359
North Carolina,,2021-03-13,90125
North Carolina,,2021-03-14,83400
North Carolina,,2021-03-15,85506
North Carolina,,2021-03-16,93581
North Carolina,,2021-03-17,93062
North Carolina,,2021-03-18,96679
North Carolina,,2021-03-19,92464
North Carolina,,2021-03-20,73087
North Carolina,,2021-03-21,84056
North Carolina,,2021-03-22,83368
North Carolina,,2021-03-23,75425
North Carolina,,2021-03-24,76681
North Carolina,,2021-03-25,73600
North Carolina,,2021-03-26,75817
North Carolina,,2021-03-27,79031
North Carolina,,2021-03-28,78139
North Carolina,,2021-03-29,76051
North Carolina,,2021-03-30,73892
North Carolina,,2021-03-31,74897
North Carolina,,2021-04-01,77331
North Carolina,,2021-04-02,74084
North Carolina,,2021-04-03,78809
North Carolina,,2021-04-04,72591
